status,polling_unit_code,presiding_officer_name_present,presiding_officer_signature_present,polling_agent_signature_present,black_stamp
exist and not blur,20/26/10/013,1.0,1.0,1.0,0
exist and not blur,19/07/05/010,1.0,0.0,1.0,1
exist and not blur,19/11/01/002,0.0,0.0,1.0,0
exist and not blur,15/10/08/006,1.0,1.0,1.0,0
exist and not blur,01/10/11/001,1.0,1.0,1.0,0
exist and not blur,19/07/09/015,0.0,1.0,1.0,1
exist and not blur,09/01/04/011,1.0,1.0,1.0,0
exist and not blur,20/15/01/006,1.0,1.0,1.0,0
exist and not blur,36/13/05/004,1.0,1.0,1.0,0
exist and not blur,16/08/09/005,0.0,1.0,1.0,1
exist and not blur,36/14/08/010,1.0,1.0,1.0,0
exist and not blur,16/23/05/004,1.0,1.0,0.0,1
exist and not blur,19/32/08/011,1.0,1.0,1.0,0
exist and not blur,19/33/04/001,1.0,1.0,1.0,0
exist and not blur,13/11/12/008,0.0,1.0,1.0,1
exist and not blur,01/17/08/005,1.0,1.0,1.0,0
exist and not blur,19/09/15/003,1.0,1.0,1.0,0
exist and not blur,14/08/08/009,1.0,0.0,1.0,1
exist and not blur,36/08/06/022,1.0,1.0,1.0,0
exist and not blur,19/25/07/017,1.0,1.0,1.0,0
exist and not blur,01/10/04/003,0.0,1.0,1.0,1
exist and not blur,19/41/08/015,1.0,1.0,1.0,0
exist and not blur,16/23/04/003,1.0,1.0,0.0,1
exist and not blur,14/13/02/019,1.0,1.0,1.0,0
exist and not blur,16/23/02/005,1.0,1.0,0.0,1
exist and not blur,36/14/02/014,0.0,1.0,1.0,1
exist and not blur,09/14/04/072,1.0,1.0,0.0,0
exist and not blur,20/19/04/018,1.0,1.0,0.0,1
exist and not blur,01/03/07/002,0.0,1.0,1.0,1
exist and not blur,13/13/10/010,0.0,1.0,1.0,1
exist and not blur,14/10/10/008,0.0,1.0,1.0,1
exist and not blur,19/44/06/017,0.0,1.0,1.0,1
exist and not blur,36/14/08/019,0.0,1.0,1.0,1
exist and not blur,16/24/09/014,1.0,1.0,0.0,1
exist and not blur,19/37/09/007,1.0,0.0,1.0,1
exist and not blur,36/05/09/016,0.0,1.0,1.0,1
exist and not blur,19/04/09/002,1.0,1.0,1.0,0
exist and not blur,16/23/10/033,1.0,1.0,0.0,1
exist and not blur,13/10/11/010,0.0,1.0,1.0,1
exist and not blur,01/02/03/009,1.0,1.0,1.0,0
exist and not blur,15/04/11/005,1.0,0.0,0.0,0
exist and not blur,13/01/11/026,1.0,0.0,1.0,1
exist and not blur,16/24/06/004,1.0,1.0,0.0,0
exist and not blur,09/14/04/016,0.0,1.0,1.0,1
exist and not blur,01/03/05/015,1.0,1.0,1.0,0
exist and not blur,19/34/07/011,1.0,1.0,1.0,0
exist and not blur,16/26/07/021,1.0,0.0,1.0,1
exist and not blur,16/17/02/013,1.0,1.0,0.0,1
exist and not blur,19/14/01/015,1.0,0.0,1.0,1
exist and not blur,19/35/10/012,1.0,1.0,1.0,0
exist and not blur,19/23/05/001,1.0,1.0,1.0,0
exist and not blur,36/05/06/028,1.0,1.0,1.0,0
exist and not blur,13/15/04/005,1.0,1.0,1.0,0
exist and not blur,16/14/09/008,1.0,1.0,1.0,0
exist and not blur,19/39/13/001,1.0,1.0,0.0,1
exist and not blur,20/26/05/017,1.0,1.0,1.0,0
exist and not blur,01/09/11/005,1.0,1.0,1.0,0
exist and not blur,36/08/06/018,1.0,1.0,1.0,0
exist and not blur,19/16/03/005,1.0,1.0,1.0,0
exist and not blur,19/29/03/014,0.0,1.0,1.0,1
exist and not blur,19/08/03/012,0.0,1.0,0.0,1
exist and not blur,20/17/01/011,1.0,0.0,1.0,1
exist and not blur,13/01/07/020,1.0,1.0,1.0,0
exist and not blur,20/02/07/009,1.0,0.0,1.0,1
exist and not blur,01/01/05/029,1.0,1.0,1.0,0
exist and not blur,09/14/04/009,0.0,1.0,1.0,1
exist and not blur,16/04/08/016,1.0,1.0,1.0,0
exist and not blur,20/18/07/008,1.0,1.0,1.0,0
exist and not blur,13/11/08/006,1.0,0.0,1.0,0
exist and not blur,20/15/05/013,1.0,1.0,1.0,0
exist and not blur,20/28/05/002,1.0,1.0,1.0,0
exist and not blur,19/16/03/023,1.0,1.0,1.0,0
exist and not blur,09/14/04/065,0.0,1.0,1.0,1
exist and not blur,20/05/04/001,1.0,0.0,1.0,1
exist and not blur,14/15/02/001,1.0,1.0,1.0,0
exist and not blur,36/14/08/003,1.0,1.0,0.0,1
exist and not blur,14/02/04/014,1.0,1.0,0.0,1
exist and not blur,13/01/11/030,1.0,1.0,1.0,0
exist and not blur,19/29/05/013,1.0,1.0,1.0,0
exist and not blur,20/20/07/006,1.0,1.0,0.0,1
exist and not blur,19/24/13/011,1.0,1.0,1.0,0
exist and not blur,19/24/14/017,1.0,1.0,0.0,1
exist and not blur,19/11/05/002,1.0,1.0,1.0,0
exist and not blur,20/02/01/016,1.0,1.0,1.0,0
exist and not blur,13/05/08/008,1.0,1.0,0.0,0
exist and not blur,19/08/04/021,1.0,1.0,1.0,0
exist and not blur,16/20/06/001,1.0,0.0,1.0,1
exist and not blur,09/08/08/012,1.0,1.0,1.0,0
exist and not blur,01/05/02/009,1.0,1.0,1.0,0
exist and not blur,09/07/10/010,1.0,1.0,1.0,0
exist and not blur,19/02/04/016,1.0,0.0,1.0,1
exist and not blur,09/08/09/015,1.0,1.0,1.0,0
exist and not blur,20/04/09/001,0.0,1.0,1.0,1
exist and not blur,13/06/08/002,1.0,0.0,1.0,1
exist and not blur,16/12/10/017,0.0,1.0,1.0,1
exist and not blur,09/08/04/004,1.0,0.0,1.0,1
exist and not blur,19/15/10/005,1.0,1.0,1.0,0
exist and not blur,19/25/03/022,1.0,1.0,0.0,1
exist and not blur,20/34/07/002,1.0,1.0,1.0,0
exist and not blur,19/24/11/010,0.0,1.0,1.0,1
exist and not blur,20/17/09/015,1.0,1.0,1.0,0
exist and not blur,19/41/04/022,1.0,0.0,1.0,1
exist and not blur,19/03/08/007,1.0,1.0,1.0,0
exist and not blur,20/33/02/002,1.0,1.0,1.0,0
exist and not blur,13/10/06/002,0.0,1.0,1.0,1
exist and not blur,09/18/05/033,1.0,1.0,1.0,0
exist and not blur,16/27/06/010,1.0,1.0,1.0,0
exist and not blur,01/07/10/013,1.0,1.0,1.0,0
exist and not blur,19/42/09/029,1.0,0.0,1.0,1
exist and not blur,16/23/10/039,1.0,1.0,0.0,1
exist and not blur,14/16/09/039,0.0,0.0,1.0,1
exist and not blur,13/05/09/015,1.0,1.0,1.0,0
exist and not blur,09/18/07/008,1.0,1.0,1.0,0
exist and not blur,20/04/12/011,1.0,0.0,1.0,1
exist and not blur,15/11/05/024,0.0,1.0,1.0,1
exist and not blur,20/32/07/012,0.0,1.0,1.0,1
exist and not blur,19/15/04/010,1.0,1.0,1.0,0
exist and not blur,20/02/08/016,1.0,1.0,1.0,0
exist and not blur,01/17/07/003,0.0,1.0,1.0,1
exist and not blur,20/16/05/008,1.0,1.0,1.0,0
exist and not blur,36/09/02/009,1.0,1.0,0.0,1
exist and not blur,09/08/01/006,0.0,1.0,1.0,1
exist and not blur,14/05/03/011,1.0,1.0,0.0,1
exist and not blur,14/04/12/043,1.0,1.0,0.0,1
exist and not blur,13/14/09/009,1.0,1.0,1.0,0
exist and not blur,01/17/09/005,1.0,1.0,1.0,0
exist and not blur,14/08/18/006,1.0,1.0,1.0,0
exist and not blur,09/01/02/006,0.0,1.0,1.0,1
exist and not blur,14/07/19/011,1.0,1.0,1.0,0
exist and not blur,19/05/02/070,1.0,0.0,1.0,1
exist and not blur,01/02/10/029,1.0,1.0,1.0,0
exist and not blur,16/23/09/008,1.0,1.0,0.0,1
exist and not blur,13/16/08/010,1.0,0.0,1.0,1
exist and not blur,36/06/10/006,0.0,1.0,1.0,1
exist and not blur,15/11/07/001,1.0,1.0,1.0,0
exist and not blur,13/14/08/004,1.0,1.0,1.0,0
exist and not blur,36/03/09/013,1.0,1.0,0.0,1
exist and not blur,19/10/03/022,1.0,1.0,1.0,0
exist and not blur,19/29/08/014,0.0,0.0,1.0,0
exist and not blur,19/19/08/004,0.0,1.0,1.0,1
exist and not blur,20/32/07/006,0.0,1.0,1.0,1
exist and not blur,19/02/05/003,1.0,1.0,1.0,0
exist and not blur,09/18/06/011,1.0,1.0,1.0,0
exist and not blur,01/11/03/048,1.0,0.0,1.0,1
exist and not blur,19/27/10/012,0.0,1.0,1.0,1
exist and not blur,16/14/10/001,1.0,1.0,0.0,0
exist and not blur,09/02/06/017,1.0,1.0,0.0,1
exist and not blur,13/16/04/014,1.0,1.0,1.0,0
exist and not blur,20/32/10/007,1.0,1.0,0.0,1
exist and not blur,20/02/04/007,0.0,0.0,0.0,0
exist and not blur,19/15/09/001,1.0,0.0,0.0,1
exist and not blur,16/03/02/005,0.0,1.0,0.0,0
exist and not blur,19/03/03/013,1.0,1.0,1.0,0
exist and not blur,09/14/03/016,1.0,1.0,1.0,0
exist and not blur,14/09/14/001,1.0,1.0,1.0,0
exist and not blur,14/06/16/008,1.0,1.0,1.0,0
exist and not blur,14/03/01/021,1.0,0.0,1.0,1
exist and not blur,01/12/04/020,1.0,1.0,0.0,1
exist and not blur,15/07/01/011,1.0,1.0,1.0,0
exist and not blur,13/03/06/002,0.0,1.0,1.0,1
exist and not blur,20/16/10/012,1.0,1.0,1.0,0
exist and not blur,20/05/07/014,1.0,1.0,1.0,0
exist and not blur,20/16/03/007,0.0,1.0,1.0,1
exist and not blur,01/10/10/019,0.0,1.0,1.0,1
exist and not blur,16/20/02/010,0.0,1.0,0.0,1
exist and not blur,36/03/08/012,1.0,1.0,1.0,0
exist and not blur,09/18/01/007,1.0,1.0,1.0,0
exist and not blur,16/27/10/025,1.0,1.0,0.0,1
exist and not blur,19/31/04/033,0.0,1.0,1.0,1
exist and not blur,36/06/09/015,1.0,1.0,1.0,0
exist and not blur,16/19/06/004,1.0,1.0,1.0,0
exist and not blur,19/12/05/035,1.0,0.0,1.0,1
exist and not blur,16/12/11/002,0.0,1.0,1.0,1
exist and not blur,09/18/07/001,1.0,1.0,1.0,0
exist and not blur,14/08/17/007,1.0,1.0,1.0,0
exist and not blur,20/20/06/007,1.0,0.0,1.0,1
exist and not blur,19/31/08/090,1.0,1.0,1.0,0
exist and not blur,19/33/04/005,1.0,1.0,1.0,0
exist and not blur,09/13/07/009,0.0,0.0,1.0,0
exist and not blur,01/16/07/001,0.0,1.0,1.0,1
exist and not blur,14/08/15/012,1.0,0.0,0.0,1
exist and not blur,14/04/11/040,0.0,1.0,1.0,1
exist and not blur,16/23/08/003,1.0,1.0,0.0,1
exist and not blur,19/29/01/008,1.0,1.0,1.0,0
exist and not blur,14/01/04/007,1.0,1.0,0.0,1
exist and not blur,13/05/08/023,1.0,1.0,1.0,0
exist and not blur,14/04/12/015,0.0,1.0,1.0,1
exist and not blur,13/08/02/003,1.0,1.0,1.0,0
exist and not blur,20/10/06/004,1.0,1.0,1.0,0
exist and not blur,01/08/06/002,1.0,1.0,1.0,0
exist and not blur,16/08/12/018,1.0,1.0,0.0,1
exist and not blur,19/40/05/016,1.0,1.0,1.0,0
exist and not blur,19/31/08/055,1.0,1.0,1.0,0
exist and not blur,16/27/05/005,1.0,0.0,1.0,1
exist and not blur,19/24/06/010,0.0,1.0,1.0,1
exist and not blur,20/03/10/016,0.0,1.0,1.0,1
exist and not blur,19/39/03/006,1.0,0.0,1.0,0
exist and not blur,20/04/12/014,0.0,1.0,1.0,0
exist and not blur,19/04/06/001,0.0,1.0,1.0,1
exist and not blur,19/02/05/014,1.0,1.0,1.0,0
exist and not blur,15/07/05/014,1.0,1.0,0.0,1
exist and not blur,16/09/12/014,0.0,1.0,1.0,1
exist and not blur,20/03/07/006,1.0,1.0,1.0,0
exist and not blur,01/10/06/013,1.0,1.0,1.0,0
exist and not blur,20/17/01/004,1.0,1.0,0.0,1
exist and not blur,19/21/07/059,1.0,1.0,1.0,0
exist and not blur,19/20/02/009,1.0,1.0,1.0,0
exist and not blur,16/08/10/007,1.0,1.0,0.0,1
exist and not blur,36/09/03/018,0.0,1.0,1.0,1
exist and not blur,20/03/05/005,1.0,1.0,1.0,0
exist and not blur,19/15/05/008,1.0,1.0,1.0,0
exist and not blur,20/21/01/004,1.0,1.0,1.0,0
exist and not blur,19/24/05/007,1.0,1.0,1.0,0
exist and not blur,20/11/04/009,1.0,1.0,0.0,1
exist and not blur,13/06/01/003,1.0,0.0,1.0,0
exist and not blur,19/07/03/012,0.0,1.0,1.0,1
exist and not blur,36/04/10/001,1.0,1.0,1.0,0
exist and not blur,13/10/04/003,1.0,1.0,1.0,0
exist and not blur,20/16/10/002,1.0,1.0,0.0,0
exist and not blur,19/07/01/004,0.0,1.0,1.0,1
exist and not blur,19/03/09/009,0.0,1.0,1.0,1
exist and not blur,19/12/05/033,1.0,0.0,1.0,1
exist and not blur,09/18/04/012,1.0,1.0,1.0,0
exist and not blur,20/16/07/014,0.0,0.0,1.0,0
exist and not blur,01/10/02/011,1.0,1.0,1.0,0
exist and not blur,19/22/03/029,1.0,1.0,1.0,0
exist and not blur,09/14/01/007,0.0,0.0,0.0,0
exist and not blur,20/28/05/021,1.0,1.0,1.0,0
exist and not blur,19/02/08/005,1.0,1.0,1.0,0
exist and not blur,16/23/04/005,1.0,1.0,0.0,1
exist and not blur,36/05/07/019,0.0,0.0,1.0,1
exist and not blur,36/08/02/022,0.0,1.0,1.0,1
exist and not blur,36/08/02/013,1.0,1.0,0.0,1
exist and not blur,36/08/09/001,1.0,1.0,1.0,0
exist and not blur,01/11/05/014,1.0,0.0,1.0,1
exist and not blur,36/13/08/022,0.0,1.0,1.0,0
exist and not blur,16/20/02/001,1.0,1.0,0.0,1
exist and not blur,20/29/05/005,1.0,1.0,1.0,0
exist and not blur,20/24/10/028,1.0,1.0,0.0,0
exist and not blur,19/09/05/005,0.0,1.0,1.0,1
exist and not blur,19/03/03/007,1.0,1.0,1.0,0
exist and not blur,20/03/03/003,1.0,1.0,1.0,0
exist and not blur,16/01/01/005,1.0,1.0,1.0,0
exist and not blur,19/33/03/008,0.0,1.0,1.0,1
exist and not blur,01/05/09/015,1.0,1.0,1.0,0
exist and not blur,20/15/06/018,1.0,1.0,1.0,0
exist and not blur,19/19/10/005,1.0,1.0,1.0,0
exist and not blur,16/11/04/034,1.0,1.0,0.0,1
exist and not blur,20/29/06/009,1.0,1.0,1.0,0
exist and not blur,36/06/10/013,0.0,1.0,1.0,1
exist and not blur,19/43/10/001,0.0,1.0,1.0,1
exist and not blur,09/14/10/012,1.0,1.0,1.0,0
exist and not blur,16/16/03/011,1.0,1.0,1.0,0
exist and not blur,36/07/06/021,1.0,1.0,1.0,0
exist and not blur,20/34/05/002,1.0,1.0,1.0,0
exist and not blur,19/32/06/008,1.0,1.0,1.0,0
exist and not blur,36/12/09/032,1.0,1.0,1.0,0
exist and not blur,15/07/05/011,0.0,1.0,1.0,1
exist and not blur,16/22/04/002,1.0,1.0,0.0,1
exist and not blur,19/13/11/007,1.0,1.0,1.0,0
exist and not blur,01/11/03/051,1.0,0.0,1.0,1
exist and not blur,19/25/05/005,0.0,1.0,1.0,1
exist and not blur,14/03/02/026,1.0,1.0,0.0,1
exist and not blur,20/15/03/001,1.0,1.0,1.0,0
exist and not blur,13/04/08/019,1.0,1.0,1.0,0
exist and not blur,13/11/04/020,1.0,0.0,1.0,1
exist and not blur,20/03/09/007,0.0,1.0,1.0,1
exist and not blur,20/23/10/004,1.0,1.0,1.0,0
exist and not blur,01/02/12/021,1.0,1.0,1.0,0
exist and not blur,36/03/02/003,1.0,0.0,1.0,1
exist and not blur,36/05/06/005,0.0,1.0,1.0,1
exist and not blur,13/11/11/007,0.0,1.0,1.0,1
exist and not blur,19/42/07/015,1.0,1.0,1.0,0
exist and not blur,14/05/10/014,1.0,1.0,0.0,1
exist and not blur,19/25/05/034,1.0,0.0,1.0,1
exist and not blur,16/20/04/007,0.0,1.0,1.0,1
exist and not blur,20/04/12/009,0.0,0.0,1.0,0
exist and not blur,20/24/02/012,0.0,1.0,1.0,1
exist and not blur,13/14/01/005,1.0,1.0,1.0,0
exist and not blur,20/27/01/020,1.0,1.0,1.0,0
exist and not blur,09/14/03/021,1.0,1.0,1.0,0
exist and not blur,19/09/01/003,1.0,1.0,0.0,1
exist and not blur,15/06/08/020,0.0,1.0,1.0,1
exist and not blur,20/18/03/009,1.0,1.0,1.0,0
exist and not blur,14/16/11/002,1.0,0.0,1.0,1
exist and not blur,13/16/03/003,0.0,1.0,1.0,1
exist and not blur,16/09/05/016,0.0,1.0,1.0,1
exist and not blur,36/02/05/010,0.0,1.0,0.0,1
exist and not blur,16/26/08/022,1.0,1.0,0.0,1
exist and not blur,13/13/09/008,0.0,1.0,1.0,1
exist and not blur,20/16/11/013,1.0,1.0,1.0,0
exist and not blur,19/30/11/021,1.0,0.0,1.0,1
exist and not blur,19/20/06/007,1.0,1.0,1.0,0
exist and not blur,15/07/03/002,0.0,1.0,1.0,1
exist and not blur,19/08/02/029,0.0,0.0,0.0,0
exist and not blur,19/39/09/005,1.0,0.0,1.0,1
exist and not blur,16/01/01/012,1.0,1.0,1.0,0
exist and not blur,19/19/07/014,0.0,1.0,1.0,1
exist and not blur,13/08/02/011,1.0,1.0,1.0,0
exist and not blur,13/06/05/004,1.0,1.0,1.0,0
exist and not blur,19/21/11/009,1.0,1.0,1.0,0
exist and not blur,19/27/02/022,0.0,0.0,1.0,0
exist and not blur,15/11/01/027,1.0,1.0,1.0,0
exist and not blur,19/31/09/089,1.0,1.0,1.0,0
exist and not blur,16/23/10/018,1.0,1.0,0.0,1
exist and not blur,19/33/04/004,1.0,1.0,1.0,0
exist and not blur,19/31/04/014,0.0,1.0,1.0,1
exist and not blur,09/18/01/003,1.0,1.0,1.0,0
exist and not blur,01/02/02/010,1.0,1.0,1.0,0
exist and not blur,19/27/06/002,1.0,0.0,1.0,1
exist and not blur,01/07/02/003,0.0,1.0,1.0,1
exist and not blur,14/05/04/008,0.0,1.0,1.0,1
exist and not blur,19/07/12/010,0.0,1.0,1.0,1
exist and not blur,16/18/05/001,0.0,1.0,1.0,1
exist and not blur,09/08/03/019,0.0,1.0,1.0,1
exist and not blur,01/15/01/008,1.0,1.0,1.0,0
exist and not blur,09/11/03/035,0.0,1.0,1.0,1
exist and not blur,19/07/05/063,0.0,1.0,1.0,1
exist and not blur,16/04/10/006,1.0,1.0,1.0,0
exist and not blur,19/42/11/015,1.0,1.0,1.0,0
exist and not blur,19/09/01/020,0.0,1.0,1.0,1
exist and not blur,36/09/08/011,1.0,1.0,1.0,0
exist and not blur,09/05/04/006,1.0,0.0,1.0,1
exist and not blur,16/25/08/006,1.0,1.0,1.0,0
exist and not blur,36/09/03/028,1.0,1.0,1.0,0
exist and not blur,36/13/10/017,1.0,1.0,1.0,0
exist and not blur,16/07/08/007,1.0,1.0,0.0,1
exist and not blur,20/03/03/024,1.0,1.0,1.0,0
exist and not blur,19/12/05/054,1.0,1.0,1.0,0
exist and not blur,20/05/03/018,1.0,0.0,1.0,0
exist and not blur,19/21/02/027,1.0,1.0,1.0,0
exist and not blur,13/05/09/010,1.0,1.0,1.0,0
exist and not blur,13/04/09/008,1.0,0.0,1.0,1
exist and not blur,14/13/03/010,1.0,1.0,0.0,0
exist and not blur,01/01/07/020,1.0,1.0,1.0,0
exist and not blur,16/23/09/009,1.0,0.0,0.0,1
exist and not blur,15/01/01/031,0.0,1.0,1.0,1
exist and not blur,13/10/03/006,0.0,1.0,1.0,1
exist and not blur,20/19/10/015,1.0,1.0,1.0,0
exist and not blur,19/33/10/001,1.0,1.0,1.0,0
exist and not blur,19/24/04/003,0.0,1.0,1.0,1
exist and not blur,19/10/03/016,0.0,1.0,1.0,1
exist and not blur,36/07/08/010,0.0,1.0,1.0,1
exist and not blur,19/07/10/039,1.0,1.0,1.0,0
exist and not blur,19/08/03/001,1.0,1.0,1.0,0
exist and not blur,36/03/01/004,1.0,1.0,1.0,0
exist and not blur,19/12/02/007,1.0,1.0,1.0,0
exist and not blur,16/11/03/012,1.0,1.0,1.0,0
exist and not blur,20/21/05/016,0.0,1.0,1.0,1
exist and not blur,20/11/04/014,0.0,1.0,1.0,1
exist and not blur,20/15/06/008,1.0,1.0,1.0,0
exist and not blur,19/09/03/031,1.0,1.0,1.0,0
exist and not blur,13/05/08/011,1.0,1.0,1.0,0
exist and not blur,01/10/04/006,1.0,1.0,1.0,0
exist and not blur,20/20/04/015,1.0,1.0,0.0,1
exist and not blur,19/14/09/007,1.0,1.0,1.0,0
exist and not blur,09/11/08/009,0.0,1.0,1.0,1
exist and not blur,14/12/07/009,0.0,1.0,1.0,1
exist and not blur,19/31/01/051,1.0,1.0,1.0,0
exist and not blur,19/33/06/007,0.0,0.0,1.0,0
exist and not blur,16/02/06/015,1.0,1.0,0.0,1
exist and not blur,19/44/04/015,0.0,1.0,1.0,1
exist and not blur,01/02/08/027,1.0,0.0,1.0,1
exist and not blur,19/28/09/018,1.0,1.0,1.0,0
exist and not blur,20/32/01/004,1.0,1.0,1.0,0
exist and not blur,19/10/03/013,1.0,1.0,1.0,0
exist and not blur,19/08/05/017,1.0,1.0,0.0,0
exist and not blur,19/09/06/022,1.0,1.0,1.0,0
exist and not blur,19/07/10/025,0.0,1.0,1.0,1
exist and not blur,14/09/08/007,1.0,1.0,1.0,0
exist and not blur,14/14/20/018,1.0,1.0,0.0,1
exist and not blur,36/09/02/001,1.0,1.0,0.0,1
exist and not blur,20/19/02/021,1.0,1.0,0.0,1
exist and not blur,13/09/09/015,1.0,1.0,1.0,0
exist and not blur,13/05/09/006,1.0,1.0,1.0,0
exist and not blur,20/27/03/004,1.0,0.0,1.0,1
exist and not blur,19/29/03/010,1.0,1.0,1.0,0
exist and not blur,36/13/10/021,1.0,1.0,1.0,0
exist and not blur,09/13/07/004,1.0,1.0,1.0,0
exist and not blur,13/13/03/004,0.0,1.0,1.0,1
exist and not blur,16/17/02/019,1.0,1.0,0.0,1
exist and not blur,16/25/04/003,1.0,1.0,1.0,0
exist and not blur,20/03/01/018,1.0,1.0,1.0,0
exist and not blur,19/18/01/009,0.0,1.0,1.0,1
exist and not blur,19/38/03/005,1.0,1.0,1.0,0
exist and not blur,20/03/11/003,0.0,1.0,1.0,0
exist and not blur,19/05/02/001,1.0,0.0,1.0,1
exist and not blur,09/10/04/008,1.0,1.0,1.0,0
exist and not blur,36/13/08/047,1.0,1.0,1.0,0
exist and not blur,16/19/02/013,1.0,1.0,0.0,1
exist and not blur,14/14/09/001,1.0,1.0,1.0,0
exist and not blur,19/08/10/013,1.0,1.0,1.0,0
exist and not blur,19/27/08/030,1.0,1.0,1.0,0
exist and not blur,09/03/03/013,1.0,1.0,0.0,1
exist and not blur,09/08/05/014,1.0,0.0,1.0,1
exist and not blur,16/23/10/010,1.0,1.0,0.0,1
exist and not blur,19/22/01/007,1.0,0.0,1.0,0
exist and not blur,19/30/07/023,1.0,1.0,0.0,1
exist and not blur,19/03/05/018,1.0,1.0,1.0,0
exist and not blur,13/05/08/010,1.0,1.0,1.0,0
exist and not blur,19/16/03/012,1.0,0.0,1.0,1
exist and not blur,20/15/04/012,1.0,1.0,1.0,0
exist and not blur,13/14/07/003,1.0,0.0,1.0,1
exist and not blur,13/09/09/009,1.0,1.0,1.0,0
exist and not blur,09/13/11/006,1.0,1.0,1.0,0
exist and not blur,01/08/03/005,1.0,1.0,0.0,1
exist and not blur,14/07/20/004,1.0,0.0,1.0,1
exist and not blur,16/09/10/009,1.0,1.0,1.0,0
exist and not blur,09/15/11/004,1.0,0.0,1.0,1
exist and not blur,20/05/07/013,1.0,1.0,1.0,0
exist and not blur,16/19/06/007,0.0,0.0,1.0,1
exist and not blur,36/03/02/011,0.0,1.0,1.0,1
exist and not blur,16/24/01/001,1.0,1.0,0.0,1
exist and not blur,01/15/03/052,1.0,1.0,1.0,0
exist and not blur,19/05/07/009,1.0,1.0,1.0,0
exist and not blur,16/11/02/022,1.0,1.0,1.0,0
exist and not blur,16/18/07/011,1.0,1.0,0.0,1
exist and not blur,01/02/02/001,0.0,1.0,1.0,1
exist and not blur,01/04/05/001,0.0,1.0,1.0,1
exist and not blur,19/29/06/006,0.0,0.0,1.0,0
exist and not blur,16/08/09/009,0.0,1.0,1.0,1
exist and not blur,19/24/01/017,0.0,1.0,1.0,1
exist and not blur,19/32/05/004,1.0,1.0,1.0,0
exist and not blur,13/05/09/025,1.0,1.0,1.0,0
exist and not blur,20/34/07/003,1.0,1.0,1.0,0
exist and not blur,13/15/11/009,1.0,1.0,0.0,1
exist and not blur,19/22/05/004,1.0,0.0,1.0,1
exist and not blur,19/23/06/011,1.0,1.0,1.0,0
exist and not blur,15/01/08/039,1.0,1.0,1.0,0
exist and not blur,20/33/07/003,1.0,1.0,1.0,0
exist and not blur,20/15/06/007,1.0,1.0,1.0,0
exist and not blur,36/04/06/018,1.0,1.0,1.0,0
exist and not blur,20/11/04/006,0.0,1.0,1.0,1
exist and not blur,36/06/08/014,0.0,1.0,1.0,1
exist and not blur,13/05/09/024,0.0,1.0,0.0,0
exist and not blur,20/27/04/011,0.0,1.0,0.0,1
exist and not blur,36/03/10/005,0.0,1.0,1.0,1
exist and not blur,20/34/03/030,0.0,1.0,1.0,1
exist and not blur,20/19/01/007,1.0,0.0,1.0,1
exist and not blur,01/15/01/002,1.0,1.0,1.0,0
exist and not blur,14/02/01/012,1.0,1.0,1.0,0
exist and not blur,09/09/04/010,0.0,1.0,1.0,1
exist and not blur,19/39/10/003,1.0,1.0,1.0,0
exist and not blur,09/12/03/013,1.0,1.0,0.0,1
exist and not blur,19/30/11/003,1.0,0.0,1.0,1
exist and not blur,19/25/08/006,1.0,1.0,1.0,0
exist and not blur,19/42/08/037,1.0,1.0,1.0,0
exist and not blur,19/31/07/023,1.0,1.0,0.0,1
exist and not blur,14/05/07/024,0.0,1.0,1.0,1
exist and not blur,19/03/03/012,1.0,1.0,1.0,0
exist and not blur,16/10/03/001,1.0,1.0,1.0,0
exist and not blur,09/13/11/012,1.0,1.0,1.0,0
exist and not blur,20/15/06/016,1.0,1.0,1.0,0
exist and not blur,19/21/11/007,0.0,1.0,1.0,1
exist and not blur,20/16/05/026,0.0,1.0,1.0,1
exist and not blur,09/13/07/015,1.0,1.0,0.0,1
exist and not blur,19/18/10/037,1.0,1.0,1.0,0
exist and not blur,19/07/01/010,0.0,1.0,1.0,1
exist and not blur,20/19/05/003,1.0,1.0,1.0,0
exist and not blur,16/19/10/014,1.0,1.0,0.0,1
exist and not blur,13/14/09/008,1.0,1.0,1.0,0
exist and not blur,19/09/01/012,0.0,1.0,1.0,1
exist and not blur,01/07/02/004,1.0,1.0,1.0,0
exist and not blur,16/27/07/004,1.0,1.0,1.0,0
exist and not blur,19/01/05/009,0.0,1.0,1.0,1
exist and not blur,13/14/10/005,1.0,1.0,1.0,0
exist and not blur,09/15/11/005,0.0,1.0,1.0,0
exist and not blur,01/15/06/033,1.0,1.0,0.0,1
exist and not blur,20/17/06/005,1.0,1.0,0.0,1
exist and not blur,13/10/06/001,0.0,1.0,1.0,1
exist and not blur,09/13/01/007,1.0,1.0,1.0,0
exist and not blur,20/29/08/008,0.0,1.0,1.0,1
exist and not blur,19/42/08/009,1.0,1.0,1.0,0
exist and not blur,19/39/14/007,0.0,1.0,1.0,1
exist and not blur,19/32/04/015,1.0,1.0,0.0,0
exist and not blur,01/03/11/009,1.0,1.0,1.0,0
exist and not blur,01/13/04/002,1.0,0.0,1.0,1
exist and not blur,16/23/10/044,1.0,1.0,0.0,1
exist and not blur,01/09/04/014,1.0,1.0,1.0,0
exist and not blur,19/07/11/033,1.0,1.0,1.0,0
exist and not blur,19/18/01/003,0.0,0.0,1.0,1
