status,polling_unit_code,presiding_officer_name_present,presiding_officer_signature_present,polling_agent_signature_present,black_stamp
exist and not blur,27/13/08/001,0.0,1.0,1.0,0
exist and not blur,33/17/10/036,1.0,1.0,0.0,1
exist and not blur,27/02/13/005,1.0,1.0,1.0,0
exist and not blur,33/15/01/004,0.0,1.0,1.0,1
exist and not blur,33/17/08/006,1.0,1.0,0.0,0
exist and not blur,04/08/03/010,1.0,1.0,1.0,0
exist and not blur,04/01/04/001,0.0,1.0,1.0,1
exist and not blur,33/13/09/004,1.0,1.0,1.0,0
exist and not blur,06/05/02/025,0.0,1.0,1.0,1
exist and not blur,28/07/02/011,1.0,1.0,0.0,1
exist and not blur,28/04/11/012,1.0,1.0,1.0,0
exist and not blur,04/19/08/018,0.0,0.0,0.0,0
exist and not blur,33/19/09/012,0.0,1.0,1.0,1
exist and not blur,04/14/09/007,1.0,1.0,1.0,0
exist and not blur,02/20/03/050,1.0,1.0,1.0,0
exist and not blur,04/12/09/007,1.0,1.0,1.0,0
exist and not blur,05/07/10/006,0.0,1.0,1.0,1
exist and not blur,33/02/04/016,0.0,1.0,1.0,0
exist and not blur,28/05/04/011,0.0,1.0,1.0,1
exist and not blur,02/03/08/016,1.0,1.0,1.0,0
exist and not blur,28/02/05/013,1.0,1.0,1.0,0
exist and not blur,17/05/06/011,1.0,0.0,1.0,1
exist and not blur,04/12/01/006,1.0,1.0,1.0,0
exist and not blur,05/02/07/070,0.0,1.0,1.0,1
exist and not blur,27/20/05/026,1.0,1.0,1.0,0
exist and not blur,23/13/03/014,0.0,1.0,1.0,1
exist and not blur,17/01/01/001,1.0,0.0,1.0,1
exist and not blur,33/20/09/005,1.0,0.0,1.0,1
exist and not blur,02/14/04/017,1.0,1.0,1.0,0
exist and not blur,27/07/04/001,1.0,0.0,1.0,1
exist and not blur,05/10/06/022,1.0,1.0,1.0,0
exist and not blur,33/21/04/009,0.0,0.0,1.0,0
exist and not blur,28/06/05/058,0.0,1.0,1.0,1
exist and not blur,33/10/03/007,1.0,1.0,1.0,0
exist and not blur,34/07/06/049,1.0,0.0,1.0,1
exist and not blur,28/10/03/033,1.0,0.0,1.0,1
exist and not blur,17/09/06/003,1.0,1.0,0.0,1
exist and not blur,34/08/10/023,0.0,1.0,1.0,1
exist and not blur,04/19/06/003,0.0,1.0,1.0,1
exist and not blur,05/20/03/027,0.0,1.0,1.0,0
exist and not blur,05/10/04/009,1.0,1.0,1.0,0
exist and not blur,33/03/01/014,0.0,1.0,1.0,1
exist and not blur,04/16/14/046,1.0,1.0,0.0,0
exist and not blur,05/18/05/001,1.0,1.0,1.0,0
exist and not blur,34/01/08/008,1.0,1.0,1.0,0
exist and not blur,27/03/02/041,1.0,1.0,1.0,0
exist and not blur,33/07/06/014,1.0,0.0,1.0,0
exist and not blur,23/12/04/005,0.0,1.0,1.0,1
exist and not blur,34/11/01/023,1.0,0.0,1.0,1
exist and not blur,05/19/06/005,0.0,1.0,1.0,1
exist and not blur,02/19/10/013,1.0,1.0,0.0,0
exist and not blur,02/20/06/035,0.0,1.0,1.0,1
exist and not blur,33/08/05/003,1.0,1.0,1.0,0
exist and not blur,17/21/07/011,0.0,1.0,1.0,1
exist and not blur,17/25/02/003,1.0,1.0,1.0,0
exist and not blur,05/18/07/009,1.0,0.0,1.0,0
exist and not blur,28/04/05/010,1.0,1.0,1.0,0
exist and not blur,33/21/04/014,1.0,1.0,0.0,0
exist and not blur,05/15/08/010,1.0,1.0,1.0,0
exist and not blur,27/07/10/040,1.0,1.0,1.0,0
exist and not blur,04/16/09/016,1.0,1.0,0.0,1
exist and not blur,34/08/08/008,1.0,1.0,1.0,0
exist and not blur,34/08/08/015,1.0,1.0,1.0,0
exist and not blur,06/06/04/010,1.0,1.0,1.0,0
exist and not blur,04/04/04/008,0.0,1.0,1.0,1
exist and not blur,06/04/12/019,1.0,1.0,0.0,1
exist and not blur,33/20/09/007,1.0,1.0,1.0,0
exist and not blur,02/04/04/010,1.0,1.0,1.0,0
exist and not blur,05/02/06/006,1.0,1.0,1.0,0
exist and not blur,02/06/07/024,1.0,1.0,1.0,0
exist and not blur,02/05/08/001,1.0,1.0,1.0,0
exist and not blur,27/03/05/028,1.0,1.0,1.0,0
exist and not blur,17/25/02/017,0.0,1.0,1.0,1
exist and not blur,34/15/05/010,1.0,0.0,1.0,1
exist and not blur,02/12/01/007,0.0,0.0,1.0,0
exist and not blur,27/16/08/007,1.0,1.0,1.0,0
exist and not blur,28/14/05/012,1.0,1.0,1.0,0
exist and not blur,23/13/02/019,1.0,1.0,1.0,0
exist and not blur,27/01/01/011,0.0,1.0,1.0,0
exist and not blur,27/07/01/005,1.0,1.0,0.0,1
exist and not blur,02/21/01/002,1.0,1.0,1.0,0
exist and not blur,23/03/10/005,1.0,1.0,1.0,0
exist and not blur,23/15/09/006,0.0,1.0,1.0,1
exist and not blur,33/21/04/003,1.0,0.0,0.0,0
exist and not blur,06/05/11/020,0.0,1.0,1.0,1
exist and not blur,33/16/06/003,1.0,1.0,0.0,0
exist and not blur,05/05/05/013,0.0,1.0,1.0,0
exist and not blur,27/03/15/018,1.0,1.0,1.0,0
exist and not blur,27/09/04/024,1.0,1.0,1.0,0
exist and not blur,05/20/11/006,1.0,1.0,1.0,0
exist and not blur,27/07/07/056,1.0,0.0,1.0,0
exist and not blur,02/13/14/002,1.0,1.0,0.0,0
exist and not blur,33/04/03/023,1.0,1.0,1.0,0
exist and not blur,34/16/01/003,0.0,1.0,1.0,1
exist and not blur,06/08/13/005,1.0,0.0,1.0,0
exist and not blur,05/01/11/021,0.0,0.0,1.0,1
exist and not blur,05/18/09/021,0.0,0.0,0.0,0
exist and not blur,04/16/09/017,1.0,0.0,1.0,1
exist and not blur,27/07/10/012,0.0,1.0,1.0,1
exist and not blur,17/15/10/035,1.0,1.0,1.0,0
exist and not blur,04/15/09/014,1.0,1.0,1.0,0
exist and not blur,04/10/03/014,0.0,1.0,1.0,1
exist and not blur,04/20/03/007,0.0,1.0,1.0,1
exist and not blur,05/01/08/014,1.0,1.0,1.0,0
exist and not blur,05/16/07/010,0.0,1.0,1.0,1
exist and not blur,02/20/05/045,1.0,0.0,1.0,1
exist and not blur,28/02/02/002,1.0,1.0,0.0,1
exist and not blur,05/17/06/044,1.0,1.0,1.0,0
exist and not blur,27/04/03/001,1.0,1.0,1.0,0
exist and not blur,28/14/09/009,0.0,1.0,1.0,1
exist and not blur,05/09/03/012,1.0,1.0,1.0,0
exist and not blur,04/12/08/019,1.0,1.0,0.0,1
exist and not blur,33/16/07/013,0.0,1.0,1.0,1
exist and not blur,17/02/01/003,1.0,1.0,1.0,0
exist and not blur,33/01/08/006,1.0,0.0,1.0,1
exist and not blur,33/21/11/009,0.0,0.0,1.0,0
exist and not blur,04/21/07/001,0.0,1.0,1.0,1
exist and not blur,04/16/03/013,1.0,0.0,1.0,1
exist and not blur,27/17/06/012,1.0,1.0,1.0,0
exist and not blur,04/19/08/012,0.0,0.0,0.0,0
exist and not blur,04/01/19/011,1.0,1.0,1.0,0
exist and not blur,04/18/10/028,0.0,0.0,1.0,1
exist and not blur,33/23/02/002,1.0,1.0,1.0,0
exist and not blur,05/02/10/032,0.0,1.0,1.0,1
exist and not blur,27/18/02/009,1.0,0.0,1.0,0
exist and not blur,06/02/07/018,1.0,1.0,0.0,1
exist and not blur,02/16/07/008,1.0,1.0,1.0,0
exist and not blur,17/25/10/010,1.0,1.0,1.0,0
exist and not blur,34/02/01/015,0.0,1.0,1.0,1
exist and not blur,33/03/01/008,0.0,1.0,1.0,1
exist and not blur,04/12/12/014,1.0,1.0,1.0,0
exist and not blur,28/08/03/008,0.0,1.0,1.0,1
exist and not blur,04/17/10/020,0.0,1.0,1.0,1
exist and not blur,23/04/04/002,0.0,1.0,1.0,1
exist and not blur,34/08/07/008,1.0,1.0,1.0,0
exist and not blur,02/03/08/001,0.0,1.0,1.0,0
exist and not blur,33/09/06/005,0.0,1.0,1.0,0
exist and not blur,05/02/12/033,1.0,1.0,1.0,0
exist and not blur,33/05/08/020,0.0,1.0,1.0,1
exist and not blur,27/18/04/012,1.0,1.0,1.0,0
exist and not blur,33/02/06/012,1.0,1.0,1.0,0
exist and not blur,28/13/10/003,1.0,0.0,1.0,1
exist and not blur,05/11/01/007,1.0,1.0,1.0,0
exist and not blur,27/15/02/020,1.0,1.0,1.0,0
exist and not blur,33/05/07/002,1.0,1.0,0.0,0
exist and not blur,27/16/07/033,0.0,0.0,0.0,0
exist and not blur,23/12/01/019,0.0,1.0,1.0,1
exist and not blur,06/07/04/025,1.0,1.0,1.0,0
exist and not blur,02/01/03/024,1.0,1.0,1.0,0
exist and not blur,05/16/10/008,0.0,1.0,1.0,0
exist and not blur,02/17/07/009,1.0,1.0,1.0,0
exist and not blur,33/10/02/002,1.0,1.0,0.0,1
exist and not blur,04/08/04/007,0.0,1.0,1.0,1
exist and not blur,17/08/07/004,1.0,0.0,1.0,0
exist and not blur,33/22/03/009,1.0,1.0,1.0,0
exist and not blur,27/19/10/011,1.0,0.0,1.0,1
exist and not blur,33/04/04/006,0.0,1.0,1.0,1
exist and not blur,04/16/13/016,1.0,0.0,1.0,1
exist and not blur,33/11/06/011,1.0,1.0,1.0,0
exist and not blur,33/02/02/006,1.0,1.0,1.0,0
exist and not blur,17/22/05/009,0.0,1.0,1.0,1
exist and not blur,27/20/12/002,1.0,0.0,0.0,1
exist and not blur,33/07/06/035,1.0,0.0,1.0,0
exist and not blur,05/17/11/010,1.0,1.0,1.0,0
exist and not blur,33/14/06/013,1.0,1.0,0.0,1
exist and not blur,04/11/07/002,0.0,1.0,1.0,1
exist and not blur,02/09/06/004,1.0,1.0,1.0,0
exist and not blur,04/18/05/021,0.0,1.0,1.0,1
exist and not blur,05/09/05/003,1.0,0.0,1.0,0
exist and not blur,17/02/01/028,0.0,1.0,1.0,1
exist and not blur,28/06/08/023,0.0,1.0,1.0,0
exist and not blur,23/14/08/005,0.0,1.0,1.0,1
exist and not blur,27/02/08/024,1.0,1.0,1.0,0
exist and not blur,27/05/09/019,1.0,1.0,0.0,1
exist and not blur,02/20/10/003,0.0,1.0,1.0,0
exist and not blur,23/07/03/008,1.0,1.0,1.0,0
exist and not blur,33/17/10/004,1.0,1.0,0.0,1
exist and not blur,33/18/05/021,0.0,1.0,1.0,1
exist and not blur,28/06/08/009,1.0,1.0,1.0,0
exist and not blur,27/01/13/013,0.0,1.0,1.0,1
exist and not blur,33/06/02/005,1.0,1.0,1.0,0
exist and not blur,05/19/05/013,0.0,0.0,1.0,0
exist and not blur,33/14/03/023,0.0,1.0,1.0,1
exist and not blur,28/09/10/025,1.0,1.0,1.0,0
exist and not blur,27/13/01/010,1.0,1.0,1.0,0
exist and not blur,05/02/12/025,1.0,1.0,1.0,0
exist and not blur,33/06/06/008,1.0,1.0,1.0,0
exist and not blur,33/07/10/013,1.0,1.0,1.0,0
exist and not blur,27/20/12/006,1.0,1.0,0.0,1
exist and not blur,04/19/12/004,1.0,1.0,1.0,0
exist and not blur,04/13/02/005,0.0,1.0,1.0,1
exist and not blur,04/05/14/007,1.0,1.0,1.0,0
exist and not blur,04/20/03/006,0.0,0.0,1.0,0
exist and not blur,06/01/08/005,0.0,1.0,1.0,1
exist and not blur,33/11/03/001,0.0,0.0,1.0,1
exist and not blur,06/01/01/007,1.0,1.0,0.0,1
exist and not blur,02/13/15/005,1.0,1.0,0.0,0
exist and not blur,17/21/01/011,1.0,1.0,1.0,0
exist and not blur,02/06/07/010,0.0,0.0,1.0,0
exist and not blur,05/18/03/030,1.0,1.0,1.0,0
exist and not blur,04/14/02/016,0.0,1.0,1.0,1
exist and not blur,04/16/09/002,1.0,1.0,0.0,1
exist and not blur,27/15/01/009,1.0,1.0,1.0,0
exist and not blur,17/04/05/009,0.0,0.0,0.0,0
exist and not blur,23/08/05/058,0.0,1.0,1.0,1
exist and not blur,28/09/10/012,1.0,1.0,1.0,0
exist and not blur,04/20/02/003,0.0,1.0,1.0,1
exist and not blur,02/20/01/018,0.0,1.0,1.0,1
exist and not blur,33/16/01/004,1.0,1.0,1.0,0
exist and not blur,02/20/03/051,1.0,1.0,1.0,0
exist and not blur,23/08/10/015,0.0,1.0,1.0,1
exist and not blur,05/17/08/020,1.0,1.0,0.0,1
exist and not blur,04/05/16/003,1.0,0.0,1.0,1
exist and not blur,05/02/03/105,1.0,0.0,1.0,1
exist and not blur,04/21/02/009,0.0,1.0,1.0,1
exist and not blur,33/04/03/025,1.0,0.0,1.0,1
exist and not blur,33/17/04/035,0.0,0.0,1.0,0
exist and not blur,04/20/07/004,0.0,1.0,1.0,1
exist and not blur,02/01/10/017,1.0,1.0,1.0,0
exist and not blur,33/13/01/015,1.0,1.0,1.0,0
exist and not blur,27/13/04/014,0.0,1.0,1.0,0
exist and not blur,04/16/06/009,1.0,1.0,1.0,0
exist and not blur,33/18/04/013,0.0,1.0,0.0,1
exist and not blur,06/04/13/014,1.0,1.0,0.0,1
exist and not blur,23/10/11/005,0.0,1.0,1.0,0
exist and not blur,05/16/10/014,1.0,1.0,1.0,0
exist and not blur,27/11/05/021,1.0,1.0,1.0,0
exist and not blur,33/22/05/006,0.0,1.0,1.0,1
exist and not blur,06/02/03/013,1.0,0.0,1.0,1
exist and not blur,27/05/09/010,1.0,1.0,1.0,0
exist and not blur,33/08/06/011,1.0,1.0,1.0,0
exist and not blur,33/14/01/011,1.0,1.0,1.0,0
exist and not blur,27/01/11/010,1.0,1.0,1.0,0
exist and not blur,27/04/11/025,1.0,1.0,0.0,1
exist and not blur,02/01/08/022,1.0,1.0,1.0,0
exist and not blur,05/10/09/003,0.0,1.0,1.0,1
exist and not blur,04/16/06/001,1.0,1.0,1.0,0
exist and not blur,33/08/01/036,0.0,1.0,1.0,1
exist and not blur,04/12/10/007,0.0,1.0,1.0,1
exist and not blur,33/19/06/009,0.0,1.0,1.0,1
exist and not blur,33/14/06/017,0.0,1.0,1.0,1
exist and not blur,33/02/08/003,0.0,1.0,1.0,1
exist and not blur,05/10/09/018,1.0,1.0,1.0,0
exist and not blur,17/04/03/004,1.0,1.0,1.0,0
exist and not blur,33/13/01/009,1.0,1.0,1.0,0
exist and not blur,17/04/03/005,1.0,1.0,1.0,0
exist and not blur,23/02/09/003,1.0,0.0,1.0,1
exist and not blur,34/06/10/002,1.0,1.0,0.0,1
exist and not blur,06/07/03/030,1.0,1.0,1.0,0
exist and not blur,02/07/06/016,1.0,1.0,1.0,0
exist and not blur,23/03/03/005,1.0,1.0,1.0,0
exist and not blur,33/19/10/017,1.0,1.0,1.0,0
exist and not blur,02/07/04/002,1.0,0.0,1.0,0
exist and not blur,02/06/06/004,0.0,1.0,1.0,1
exist and not blur,33/02/05/001,0.0,0.0,1.0,0
exist and not blur,27/17/11/017,0.0,1.0,1.0,1
exist and not blur,04/10/07/027,0.0,1.0,1.0,1
exist and not blur,02/15/03/008,1.0,1.0,1.0,0
exist and not blur,02/01/04/001,1.0,1.0,1.0,0
exist and not blur,28/14/09/021,1.0,0.0,1.0,1
exist and not blur,23/08/11/015,0.0,1.0,1.0,0
exist and not blur,33/09/01/005,1.0,1.0,1.0,0
exist and not blur,05/18/07/018,1.0,0.0,1.0,1
exist and not blur,23/08/03/015,0.0,1.0,1.0,1
exist and not blur,05/10/07/009,1.0,1.0,1.0,0
exist and not blur,02/04/03/020,0.0,1.0,1.0,1
exist and not blur,02/12/05/001,1.0,1.0,1.0,0
exist and not blur,02/04/03/030,1.0,1.0,1.0,0
exist and not blur,28/09/03/008,1.0,1.0,1.0,0
exist and not blur,05/18/09/012,1.0,1.0,1.0,0
exist and not blur,02/20/11/007,0.0,1.0,1.0,1
exist and not blur,34/13/07/003,0.0,0.0,0.0,0
exist and not blur,33/10/11/006,1.0,0.0,1.0,1
exist and not blur,17/25/01/002,1.0,1.0,1.0,0
exist and not blur,02/18/07/010,1.0,1.0,1.0,0
exist and not blur,17/12/03/003,1.0,1.0,1.0,0
exist and not blur,27/15/03/027,1.0,0.0,1.0,0
exist and not blur,27/20/05/003,1.0,1.0,1.0,0
exist and not blur,17/15/04/012,1.0,1.0,1.0,0
exist and not blur,27/20/10/024,0.0,1.0,1.0,1
exist and not blur,34/13/05/009,1.0,1.0,1.0,0
exist and not blur,05/02/03/024,1.0,1.0,1.0,0
exist and not blur,27/07/07/054,0.0,1.0,1.0,1
exist and not blur,04/10/07/015,0.0,0.0,0.0,0
exist and not blur,27/12/02/001,0.0,1.0,1.0,1
exist and not blur,33/04/01/036,1.0,0.0,1.0,1
exist and not blur,05/14/08/011,1.0,1.0,1.0,0
exist and not blur,33/16/03/002,0.0,1.0,1.0,1
exist and not blur,28/13/02/015,0.0,1.0,1.0,1
exist and not blur,28/05/01/006,1.0,1.0,0.0,1
exist and not blur,34/02/06/006,0.0,1.0,1.0,0
exist and not blur,33/09/05/012,1.0,0.0,1.0,1
exist and not blur,05/01/04/016,1.0,1.0,1.0,0
exist and not blur,04/13/10/002,1.0,1.0,1.0,0
exist and not blur,02/17/06/003,1.0,1.0,1.0,0
exist and not blur,27/20/05/019,1.0,1.0,1.0,0
exist and not blur,02/12/12/014,1.0,1.0,1.0,0
exist and not blur,27/16/07/027,1.0,1.0,1.0,0
exist and not blur,23/16/08/010,1.0,1.0,1.0,0
exist and not blur,27/16/06/020,1.0,1.0,1.0,0
exist and not blur,02/02/10/014,1.0,1.0,1.0,0
exist and not blur,02/05/08/012,1.0,1.0,1.0,0
exist and not blur,02/16/09/032,0.0,1.0,1.0,1
exist and not blur,02/03/03/020,0.0,1.0,1.0,1
exist and not blur,23/07/05/009,1.0,1.0,0.0,1
exist and not blur,23/02/11/022,1.0,1.0,0.0,0
exist and not blur,27/02/04/007,0.0,0.0,1.0,1
exist and not blur,23/03/07/009,1.0,1.0,1.0,0
exist and not blur,04/05/16/013,1.0,1.0,1.0,0
exist and not blur,34/02/01/017,1.0,1.0,1.0,0
exist and not blur,27/09/11/020,1.0,1.0,1.0,0
exist and not blur,05/06/04/004,0.0,1.0,1.0,1
exist and not blur,23/02/02/029,0.0,1.0,1.0,1
exist and not blur,05/02/06/020,1.0,0.0,0.0,1
exist and not blur,27/04/01/019,1.0,1.0,1.0,0
exist and not blur,02/10/05/002,0.0,1.0,1.0,0
exist and not blur,33/17/11/003,0.0,0.0,0.0,0
exist and not blur,33/16/11/005,0.0,1.0,1.0,1
exist and not blur,28/02/04/004,1.0,1.0,1.0,0
exist and not blur,33/18/05/053,1.0,1.0,1.0,0
exist and not blur,05/19/02/006,0.0,1.0,1.0,0
exist and not blur,28/12/01/010,0.0,1.0,1.0,1
exist and not blur,02/21/03/001,1.0,1.0,1.0,0
exist and not blur,23/09/04/009,1.0,1.0,0.0,1
exist and not blur,33/14/03/004,0.0,1.0,1.0,1
exist and not blur,34/13/07/016,0.0,0.0,0.0,0
exist and not blur,23/09/01/021,0.0,1.0,1.0,1
exist and not blur,27/18/04/006,0.0,1.0,1.0,1
exist and not blur,02/02/03/014,1.0,1.0,1.0,0
exist and not blur,17/13/03/001,1.0,1.0,1.0,0
exist and not blur,33/09/09/001,1.0,1.0,1.0,0
exist and not blur,33/13/05/013,1.0,1.0,1.0,0
exist and not blur,23/05/11/008,1.0,1.0,1.0,0
exist and not blur,05/08/08/012,0.0,1.0,1.0,1
exist and not blur,05/18/03/013,1.0,1.0,1.0,0
exist and not blur,27/06/08/004,0.0,1.0,1.0,1
exist and not blur,34/02/06/001,1.0,1.0,0.0,1
exist and not blur,34/05/04/016,0.0,1.0,1.0,0
exist and not blur,02/13/08/005,1.0,1.0,1.0,0
exist and not blur,05/17/09/005,1.0,0.0,1.0,1
exist and not blur,02/10/06/005,1.0,1.0,1.0,0
exist and not blur,17/21/10/007,1.0,0.0,1.0,1
exist and not blur,33/04/07/018,1.0,1.0,1.0,0
exist and not blur,04/15/19/002,0.0,1.0,1.0,1
exist and not blur,17/14/01/005,1.0,1.0,1.0,0
exist and not blur,02/06/04/023,0.0,1.0,1.0,1
exist and not blur,28/01/04/007,0.0,1.0,1.0,1
exist and not blur,04/17/05/010,1.0,0.0,1.0,1
exist and not blur,34/14/09/020,0.0,1.0,1.0,1
exist and not blur,17/19/08/029,1.0,1.0,1.0,0
exist and not blur,33/19/10/010,0.0,0.0,1.0,0
exist and not blur,05/18/04/015,1.0,1.0,1.0,0
exist and not blur,33/15/07/009,1.0,1.0,1.0,0
exist and not blur,05/20/02/024,1.0,1.0,0.0,1
exist and not blur,33/17/09/014,1.0,0.0,1.0,1
exist and not blur,33/16/05/025,1.0,1.0,0.0,0
exist and not blur,05/03/04/001,1.0,0.0,1.0,1
exist and not blur,06/02/07/017,1.0,1.0,1.0,0
exist and not blur,33/08/01/034,0.0,1.0,1.0,1
exist and not blur,04/15/20/003,1.0,1.0,1.0,0
exist and not blur,27/20/04/006,1.0,1.0,1.0,0
exist and not blur,28/10/12/015,1.0,1.0,0.0,1
exist and not blur,23/07/09/009,1.0,1.0,0.0,1
exist and not blur,34/07/09/021,0.0,1.0,1.0,1
exist and not blur,05/10/01/004,1.0,1.0,1.0,0
exist and not blur,34/11/09/031,1.0,0.0,1.0,1
exist and not blur,02/13/05/002,1.0,1.0,1.0,0
exist and not blur,04/17/15/006,1.0,0.0,1.0,1
exist and not blur,17/07/03/002,1.0,1.0,1.0,0
exist and not blur,28/14/10/001,0.0,1.0,1.0,1
exist and not blur,05/01/07/011,0.0,1.0,1.0,1
exist and not blur,06/06/06/001,1.0,0.0,0.0,1
exist and not blur,27/20/13/020,0.0,1.0,1.0,1
exist and not blur,33/19/09/008,0.0,1.0,1.0,1
exist and not blur,27/16/06/009,1.0,1.0,1.0,0
exist and not blur,04/01/02/012,0.0,1.0,1.0,1
exist and not blur,02/05/08/004,1.0,1.0,1.0,0
exist and not blur,05/14/09/003,1.0,0.0,1.0,1
exist and not blur,05/10/03/008,1.0,1.0,0.0,1
exist and not blur,33/04/01/001,1.0,1.0,1.0,0
exist and not blur,06/04/03/007,0.0,1.0,0.0,0
exist and not blur,05/05/09/002,1.0,1.0,1.0,0
exist and not blur,05/10/06/010,0.0,1.0,1.0,1
exist and not blur,17/19/01/002,0.0,1.0,1.0,1
exist and not blur,06/07/16/026,1.0,1.0,0.0,1
exist and not blur,27/05/06/025,1.0,1.0,1.0,0
exist and not blur,04/12/11/003,1.0,1.0,1.0,0
exist and not blur,33/17/06/023,0.0,1.0,1.0,1
exist and not blur,05/13/07/018,0.0,1.0,1.0,0
exist and not blur,05/20/02/013,1.0,0.0,1.0,1
exist and not blur,33/21/09/002,1.0,1.0,1.0,0
exist and not blur,33/16/11/008,1.0,0.0,1.0,1
exist and not blur,17/03/08/014,0.0,1.0,1.0,1
exist and not blur,28/16/07/038,1.0,1.0,1.0,0
exist and not blur,17/08/03/009,1.0,1.0,1.0,0
exist and not blur,23/16/06/002,1.0,1.0,1.0,0
exist and not blur,02/15/01/005,1.0,1.0,1.0,0
exist and not blur,33/19/08/005,1.0,1.0,1.0,0
exist and not blur,06/05/11/009,1.0,1.0,1.0,0
exist and not blur,33/06/03/007,0.0,1.0,1.0,0
exist and not blur,05/02/01/014,1.0,1.0,1.0,0
exist and not blur,34/03/07/011,1.0,0.0,1.0,1
exist and not blur,27/19/03/007,0.0,1.0,1.0,1
exist and not blur,04/14/08/030,1.0,1.0,0.0,1
exist and not blur,28/11/08/006,0.0,1.0,1.0,1
exist and not blur,05/18/04/027,1.0,1.0,1.0,0
exist and not blur,02/19/01/004,1.0,1.0,0.0,1
exist and not blur,27/15/09/009,0.0,1.0,1.0,1
exist and not blur,27/20/05/007,1.0,1.0,1.0,0
exist and not blur,05/13/10/017,1.0,0.0,1.0,0
exist and not blur,17/03/02/029,0.0,1.0,0.0,1
exist and not blur,23/11/02/007,1.0,1.0,1.0,0
exist and not blur,34/14/01/014,1.0,0.0,1.0,1
exist and not blur,28/17/01/002,1.0,0.0,1.0,1
exist and not blur,27/04/09/020,0.0,1.0,1.0,1
exist and not blur,27/13/01/012,1.0,1.0,1.0,0
exist and not blur,17/03/06/009,1.0,0.0,1.0,1
exist and not blur,28/06/06/027,0.0,1.0,1.0,1
exist and not blur,33/15/01/005,0.0,1.0,1.0,1
exist and not blur,17/15/09/004,1.0,0.0,1.0,0
exist and not blur,02/06/04/013,1.0,1.0,1.0,0
exist and not blur,27/01/09/003,1.0,1.0,1.0,0
exist and not blur,23/05/03/008,1.0,1.0,1.0,0
exist and not blur,33/17/11/008,1.0,1.0,1.0,0
exist and not blur,33/17/10/026,1.0,1.0,0.0,1
exist and not blur,33/16/05/040,1.0,1.0,1.0,0
exist and not blur,34/05/02/016,1.0,0.0,1.0,1
exist and not blur,28/11/06/003,0.0,1.0,1.0,1
exist and not blur,04/20/07/001,0.0,1.0,1.0,1
exist and not blur,34/10/08/016,1.0,1.0,1.0,0
exist and not blur,06/07/02/001,1.0,0.0,1.0,1
exist and not blur,27/20/05/011,1.0,1.0,1.0,0
exist and not blur,34/14/09/019,1.0,1.0,0.0,1
exist and not blur,05/02/09/051,1.0,1.0,0.0,1
exist and not blur,34/05/06/030,1.0,1.0,1.0,0
exist and not blur,27/15/02/018,1.0,1.0,1.0,0
exist and not blur,05/02/12/013,1.0,0.0,1.0,1
exist and not blur,34/14/09/014,1.0,1.0,1.0,0
exist and not blur,02/02/01/015,1.0,1.0,1.0,0
exist and not blur,02/18/02/009,1.0,1.0,1.0,0
exist and not blur,05/12/08/006,1.0,1.0,1.0,0
exist and not blur,06/04/03/004,1.0,0.0,0.0,0
exist and not blur,27/05/10/022,0.0,0.0,1.0,1
exist and not blur,33/09/04/005,1.0,1.0,1.0,0
exist and not blur,27/17/05/002,1.0,1.0,1.0,0
exist and not blur,34/05/07/006,1.0,1.0,1.0,0
exist and not blur,04/01/04/013,0.0,1.0,1.0,1
exist and not blur,05/15/03/010,1.0,1.0,1.0,0
exist and not blur,27/04/08/002,1.0,1.0,1.0,0
exist and not blur,27/16/07/038,0.0,1.0,1.0,0
exist and not blur,28/16/09/001,0.0,1.0,1.0,1
exist and not blur,33/16/11/020,1.0,0.0,1.0,0
exist and not blur,06/08/05/051,1.0,1.0,1.0,0
exist and not blur,34/05/10/008,1.0,0.0,1.0,1
exist and not blur,06/07/17/023,1.0,1.0,0.0,1
exist and not blur,33/06/02/008,1.0,1.0,1.0,0
exist and not blur,27/13/06/005,1.0,0.0,1.0,0
exist and not blur,17/08/07/007,0.0,1.0,1.0,0
exist and not blur,05/10/03/015,1.0,1.0,1.0,0
exist and not blur,17/14/03/006,1.0,0.0,1.0,1
exist and not blur,28/14/13/020,1.0,1.0,1.0,0
exist and not blur,33/02/11/009,0.0,0.0,1.0,0
exist and not blur,02/21/04/018,1.0,0.0,1.0,1
exist and not blur,33/16/11/003,1.0,1.0,1.0,0
exist and not blur,27/11/05/020,1.0,0.0,1.0,0
exist and not blur,06/08/04/010,0.0,0.0,0.0,0
exist and not blur,05/01/02/020,1.0,1.0,1.0,0
exist and not blur,34/01/09/004,1.0,1.0,1.0,0
exist and not blur,05/18/09/022,1.0,1.0,1.0,0
exist and not blur,23/08/03/005,0.0,1.0,1.0,1
exist and not blur,02/11/08/006,0.0,0.0,1.0,1
exist and not blur,33/18/09/011,1.0,1.0,1.0,0
exist and not blur,28/18/04/005,1.0,1.0,1.0,0
exist and not blur,33/05/01/007,0.0,1.0,1.0,1
exist and not blur,28/08/07/015,0.0,1.0,1.0,1
exist and not blur,34/14/06/030,1.0,1.0,1.0,0
exist and not blur,06/06/02/001,1.0,1.0,1.0,0
exist and not blur,27/19/07/001,1.0,1.0,1.0,0
exist and not blur,28/12/05/008,0.0,1.0,1.0,1
exist and not blur,23/14/09/008,1.0,1.0,0.0,0
exist and not blur,27/01/03/012,1.0,1.0,0.0,1
